"id","acronym","name","category","description","collections","hasAIApplication","isMature","concerns_data_topic","has_relevant_organization","responsible_organization","isOpen","registration","URL","formalSpec","publication","trainingResources","subclassOf","contributionDate","relatedTo","usedInBridge2AI","topic","relevantOrgNames","responsibleOrgAcronym","responsibleOrgName"
"B2AI_STANDARD:420","CHMO","Chemical Methods Ontology","Ontology Or Vocabulary","A chemical methods ontology.","[""obofoundry""]","No","No","[""B2AI_TOPIC:3""]",,,"Yes","No",,"https://github.com/rsc-ontologies/rsc-cmo",,,,,,"No","[""Cheminformatics""]",,,
"B2AI_STANDARD:421","LABO","clinical LABoratory Ontology","Ontology Or Vocabulary","An ontology of informational entities formalizing clinical laboratory tests prescriptions and reporting documents.","[""obofoundry""]","No","No","[""B2AI_TOPIC:4""]",,,"Yes","No",,"https://github.com/OpenLHS/LABO","doi:10.5281/zenodo.6522019",,,,,"No","[""Clinical Observations""]",,,
"B2AI_STANDARD:422","CMO","Clinical measurement ontology","Ontology Or Vocabulary","Morphological and physiological measurement records generated from clinical and model organism research and health programs.","[""obofoundry""]","No","No","[""B2AI_TOPIC:4""]",,,"Yes","No",,"https://github.com/rat-genome-database/CMO-Clinical-Measurement-Ontology","doi:10.1186/2041-1480-4-26",,,,,"No","[""Clinical Observations""]",,,
"B2AI_STANDARD:423","CVX","Clinical Vaccines Administered","Ontology Or Vocabulary","Code set for active and inactive vaccines available in the US.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:13""]",,"Yes","No","https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx",,,,,,,"No","[""Data""]","[""CDC IIS""]",,
"B2AI_STANDARD:424","CARO","Common Anatomy Reference Ontology","Ontology Or Vocabulary","An upper level ontology to facilitate interoperability between existing anatomy ontologies for different species.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/obophenotype/caro/",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:425","CTCAE","Common Terminology Criteria for Adverse Events","Ontology Or Vocabulary","Common Terminology Criteria for Adverse Events (CTCAE) is widely accepted throughout the oncology community as the standard classification and severity grading scale for adverse events in cancer therapy clinical trials and other oncology settings.",,"No","No","[""B2AI_TOPIC:4"", ""B2AI_TOPIC:7""]",,,"Yes","No","https://bioportal.bioontology.org/ontologies/CTCAE","https://ctep.cancer.gov/protocoldevelopment/electronic_applications/ctc.htm",,,,,,"No","[""Clinical Observations"", ""Disease""]",,,
"B2AI_STANDARD:426","CDAO","Comparative Data Analysis Ontology","Ontology Or Vocabulary","A formalization of concepts and relations relevant to evolutionary comparative analysis.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/evoinfo/cdao","doi:10.4137/EBO.S2320",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:427","CDNO","Compositional Dietary Nutrition Ontology","Ontology Or Vocabulary","Nutritional attributes of material entities that contribute to human diet.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://cdno.info/","https://github.com/Southern-Cross-Plant-Science/cdno","doi:10.3389/fnut.2022.928837",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:428","CIO","Confidence Information Ontology","Ontology Or Vocabulary","Capture confidence information about annotations.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/BgeeDB/confidence-information-ontology","doi:10.1093/database/bav043",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:429","CRO","Contributor Role Ontology","Ontology Or Vocabulary","A classification of the diverse roles performed in the work leading to a published research output in the sciences.","[""obofoundry""]","No","No","[""B2AI_TOPIC:16""]",,,"Yes","No",,"https://github.com/data2health/contributor-role-ontology",,,,,,"No","[""Literature""]",,,
"B2AI_STANDARD:430","COB","Core Ontology for Biology and Biomedicine","Ontology Or Vocabulary","Terms from a wide range of OBO projects to improve interoperability.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:75""]",,"Yes","No",,"https://github.com/OBOFoundry/COB",,,,,,"No","[""Data""]","[""OBO Foundry""]",,
"B2AI_STANDARD:431","CIDO","Coronavirus Infectious Disease Ontology","Ontology Or Vocabulary","Ontologically represent and standardize various aspects of coronavirus infectious.","[""obofoundry""]","No","No","[""B2AI_TOPIC:7""]",,,"Yes","No",,"https://github.com/cido-ontology/cido","doi:10.1038/s41597-020-0523-6",,,,,"No","[""Disease""]",,,
"B2AI_STANDARD:432","CTO","CTO Core Ontology of Clinical Trials","Ontology Or Vocabulary","A structured resource integrating basic terms and concepts in the context of clinical trials.","[""obofoundry""]","No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:33""]",,"Yes","No",,"https://github.com/ClinicalTrialOntology/CTO/",,,,,,"No","[""Clinical Observations""]","[""FSCAI""]",,
"B2AI_STANDARD:433","DUO","Data Use Ontology","Ontology Or Vocabulary","Data use rules","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:34""]",,"Yes","No",,"https://github.com/EBISPOT/DUO",,,,,,"No","[""Data""]","[""GA4GH""]",,
"B2AI_STANDARD:434","DEB","Devices, Experimental scaffolds and Biomaterials Ontology","Ontology Or Vocabulary","An ontology developed to facilitate information curation in the area of medical devices, experimental scaffolds and biomaterials.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://bioportal.bioontology.org/ontologies/DEB","https://github.com/ProjectDebbie/Ontology_DEB","doi:10.1002/adfm.201909910",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:435","devops-infra","Devops Infrastructure Ontology","Ontology Or Vocabulary","This ontology network aims at representing the main sets of entities and relationships used in the context of DevOps infrastructure. It is the result of a collaboration between Huawei Research Ireland and the Ontology Engineering Group at Universidad Politécnica de Madrid. It originally started from an analysis of the Configuration Management Databases used by Huawei Research Ireland for the management of a large part of its DevOps infrastructure, and has evolved into an ontology that may be used as a starting point for the standardisation of the representation of CMDB-related data across vendors.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://oeg-upm.github.io/devops-infra/index.html","https://github.com/oeg-upm/devops-infra",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:436","DISDRIV","Disease Drivers Ontology","Ontology Or Vocabulary","Ontology for drivers and triggers of human diseases, built to classify ExO ontology exposure stressors. An application ontology.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/DiseaseOntology/DiseaseDriversOntology",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:437","DPO","Drosophila Phenotype Ontology","Ontology Or Vocabulary","Commonly encountered and/or high level Drosophila phenotypes.","[""obofoundry""]","No","No","[""B2AI_TOPIC:25""]",,,"Yes","No","https://github.com/FlyBase/flybase-controlled-vocabulary/wiki","https://github.com/FlyBase/drosophila-phenotype-ontology","doi:10.1186/2041-1480-4-30",,,,,"No","[""Phenotype""]",,,
"B2AI_STANDARD:438","DTO","Drug Target Ontology","Ontology Or Vocabulary","Drug Target Ontology (DTO) is being developed at the University of Miami in the research group of Stephan Schürer. DTO was developed as part of the Illuminating the Druggable Genome (IDG) project (https://commonfund.nih.gov/idg/overview), is supported by grant (IDG Knowledge Management Center, (U54CA189205). DTO is a novel semantic framework to formalize knowledge about drug targets and is developed as a reference for drug targets with the longer-term goal to create a community standard that will facilitate the integration of diverse drug discovery information from numerous heterogeneous resources.",,"No","No","[""B2AI_TOPIC:8"", ""B2AI_TOPIC:26""]",,,"Yes","No","https://bioportal.bioontology.org/ontologies/DTO","http://drugtargetontology.org/","doi:10.1186/s13326-017-0161-x",,,,,"No","[""Drug"", ""Protein""]",,,
"B2AI_STANDARD:439","DIDEO","Drug-drug Interaction and Drug-drug Interaction Evidence Ontology","Ontology Or Vocabulary","The Potential Drug-drug Interaction and Potential Drug-drug Interaction Evidence Ontology","[""obofoundry""]","No","No","[""B2AI_TOPIC:8""]",,,"Yes","No",,"https://github.com/DIDEO/DIDEO",,,,,,"No","[""Drug""]",,,
"B2AI_STANDARD:440","EDAM","EMBRACE Data And Methods Ontology","Ontology Or Vocabulary","Data types, identifiers, and formats",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:29""]",,"Yes","No",,"https://github.com/edamontology/edamontology","doi:10.1093/bioinformatics/btt113",,,,,"No","[""Data""]","[""EMBL-EBI""]",,
"B2AI_STANDARD:441","MFOEM","Emotion Ontology","Ontology Or Vocabulary","Affective phenomena such as emotions, moods, appraisals and subjective feelings.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/jannahastings/emotion-ontology",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:442","ENVO","Environment Ontology","Ontology Or Vocabulary","Environmental systems, components, and processes.","[""obofoundry""]","No","No","[""B2AI_TOPIC:11""]",,,"Yes","No","http://environmentontology.org/","https://github.com/EnvironmentOntology/envo",,,,,,"No","[""Environment""]",,,
"B2AI_STANDARD:443","ECTO","Environmental conditions, treatments and exposures ontology","Ontology Or Vocabulary","Exposures to experimental treatments of plants and model organisms.","[""obofoundry""]","No","No","[""B2AI_TOPIC:11""]",,,"Yes","No",,"https://github.com/EnvironmentOntology/environmental-exposure-ontology",,,,,,"No","[""Environment""]",,,
"B2AI_STANDARD:444","EVI","Evidence Graph Ontology","Ontology Or Vocabulary","The Evidence Graph Ontology (EVI) extends core concepts from the W3C Provenance Ontology [PROV-O] to describe evidence for correctness of findings in biomedical publications. The semantic data model in EVI is expressed using OWL2 Web Ontology Language.","[""has_ai_application"", ""standards_process_maturity_draft"", ""implementation_maturity_pilot""]","Yes","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:116""]",,"Yes","No","https://evidencegraph.github.io/EVI/index.html","https://github.com/EvidenceGraph/EVI",,,,,,"Yes","[""Data""]","[""Functional Genomics Grand Challenge""]",,
"B2AI_STANDARD:445","ECO","Evidence ontology","Ontology Or Vocabulary","An ontology for experimental and other evidence statements.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://www.evidenceontology.org/","https://github.com/evidenceontology/evidenceontology","doi:10.1093/nar/gkab1025",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:446","XCO","Experimental condition ontology","Ontology Or Vocabulary","Conditions under which physiological and morphological measurements are made both in the clinic and in studies involving humans or model org...","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=XCO:0000000","https://github.com/rat-genome-database/XCO-experimental-condition-ontology","doi:10.1186/2041-1480-4-26",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:447","EXO","Exposure ontology","Ontology Or Vocabulary","Vocabularies for describing exposure data to inform understanding of environmental health.","[""obofoundry""]","No","No","[""B2AI_TOPIC:11""]",,,"Yes","No",,"https://github.com/CTDbase/exposure-ontology",,,,,,"No","[""Environment""]",,,
"B2AI_STANDARD:448","FYPO","Fission Yeast Phenotype Ontology","Ontology Or Vocabulary","Phenotypes observed in fission yeast.","[""obofoundry""]","No","No","[""B2AI_TOPIC:25""]",,,"Yes","No",,"https://github.com/pombase/fypo","doi:10.1093/bioinformatics/btt266",,,,,"No","[""Phenotype""]",,,
"B2AI_STANDARD:449","FIDEO","Food Interactions with Drugs Evidence Ontology","Ontology Or Vocabulary","Food-Drug interactions automatically extracted from scientific literature.","[""obofoundry""]","No","No","[""B2AI_TOPIC:8""]",,,"Yes","No","https://gitub.u-bordeaux.fr/erias/fideo","https://github.com/getbordea/fideo/",,,,,,"No","[""Drug""]",,,
"B2AI_STANDARD:450","FOODON","Food Ontology","Ontology Or Vocabulary","A broadly scoped ontology representing entities which bear a “food role”. It encompasses materials in natural ecosystems and agriculture tha...","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://foodon.org/","https://github.com/FoodOntology/foodon/","doi:10.1038/s41538-018-0032-6",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:451","FOBI","Food-Biomarker Ontology","Ontology Or Vocabulary","Represent food intake data and associate it with metabolomic data","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/pcastellanoescuder/FoodBiomarkerOntology","doi:10.1093/bioinformatics/btab626",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:452","FOVT","FuTRES Ontology of Vertebrate Traits","Ontology Or Vocabulary","Application ontology used to convert vertebrate trait data in spreadsheets to triples.","[""obofoundry""]","No","No","[""B2AI_TOPIC:25""]",,,"Yes","No","https://futres.org/","https://github.com/futres/fovt",,,,,,"No","[""Phenotype""]",,,
"B2AI_STANDARD:453","GSSO","Gender, Sex, and Sexual Orientation Ontology","Ontology Or Vocabulary","Terms for annotating interdisciplinary information concerning gender, sex, and sexual orientation.","[""obofoundry""]","No","No","[""B2AI_TOPIC:6""]",,,"Yes","No","https://gsso.research.cchmc.org/","https://github.com/Superraptor/GSSO",,,,,,"No","[""Demographics""]",,,
"B2AI_STANDARD:454","GO","Gene Ontology","Ontology Or Vocabulary","Function of genes and gene products.","[""obofoundry""]","No","No","[""B2AI_TOPIC:12""]","[""B2AI_ORG:36""]",,"Yes","No","http://geneontology.org/","https://github.com/geneontology/go-ontology","doi:10.1093/nar/gkaa1113",,,,,"No","[""Gene""]","[""GO""]",,
"B2AI_STANDARD:455","GENEPIO","Genomic Epidemiology Ontology","Ontology Or Vocabulary","Vocabulary necessary to identify, document and research foodborne pathogens.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","http://genepio.org/","https://github.com/GenEpiO/genepio",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:456","GECKO","Genomics Cohorts Knowledge Ontology","Ontology Or Vocabulary","Genomics cohort attributes.","[""obofoundry""]","No","No","[""B2AI_TOPIC:4"", ""B2AI_TOPIC:6""]",,,"Yes","No",,"https://github.com/IHCC-cohorts/GECKO",,,,,,"No","[""Clinical Observations"", ""Demographics""]",,,
"B2AI_STANDARD:457","GENO","Genotype Ontology","Ontology Or Vocabulary","Genotypes","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:58""]",,"Yes","No",,"https://github.com/monarch-initiative/GENO-ontology",,,,,,"No","[""Data""]","[""Monarch""]",,
"B2AI_STANDARD:458","GEO","Geographical Entity Ontology","Ontology Or Vocabulary","An ontology of geographical entities","[""obofoundry""]","No","No","[""B2AI_TOPIC:14""]","[""B2AI_ORG:96""]",,"Yes","No",,"https://github.com/ufbmi/geographical-entity-ontology/",,,,,,"No","[""Geolocation""]","[""UFBMI""]",,
